23 58 65 69 73 73 74 77 78 85 87 92 90 92 92 92 0 0 0 0 1 75
25 61 63 64 66 71 77 84 86 85 87 92 90 92 92 92 0 0 0 1 0 74
25 59 61 68 68 71 73 75 86 85 87 92 90 92 92 92 0 0 0 1 0 73
24 55 58 70 74 76 81 81 86 85 87 92 90 92 92 92 0 0 0 1 0 72
68 69 69 72 72 74 78 82 86 85 87 92 90 92 92 92 0 0 0 1 0 71
25 72 72 72 72 73 78 82 86 85 87 92 90 92 92 92 0 0 0 1 0 70
24 68 68 71 73 75 78 82 86 85 87 92 90 92 92 92 0 0 0 1 0 69
24 67 80 80 80 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 68
64 69 80 80 80 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 67
57 76 84 80 80 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 66
24 55 69 80 80 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 65
26 61 72 72 83 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 64
25 60 65 73 73 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 63
24 57 73 74 73 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 62
22 59 74 74 73 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 61
27 66 74 74 73 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 60
25 65 71 74 73 81 78 82 86 85 87 92 90 92 92 92 0 0 0 1 1 59
26 70 78 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 0 1
24 70 83 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 0 2
30 76 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 0 3
29 79 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 0 4
25 81 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 0 5
22 79 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 0 6
26 84 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 7
22 84 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 8
25 84 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 9
25 84 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 10
28 86 79 84 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 11
25 75 79 86 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 12
69 79 84 86 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 13
24 77 83 86 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 14
25 77 83 86 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 15
25 65 77 86 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 16
23 77 77 86 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 17
23 69 77 83 90 81 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 18
26 62 65 70 71 77 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 19
26 61 61 70 77 78 78 82 86 85 87 92 90 92 92 92 0 0 0 2 1 20
25 49 50 74 76 76 77 82 86 85 87 92 90 92 92 92 0 0 0 2 1 21
23 40 36 75 76 77 83 82 86 85 87 92 90 92 92 92 0 0 0 2 1 22
27 36 61 68 69 75 81 82 86 85 87 92 90 92 92 92 0 0 0 2 1 23
25 69 70 76 81 82 81 82 86 85 87 92 90 92 92 92 0 0 0 2 1 24
28 71 76 78 79 82 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 25
27 71 72 76 78 79 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 26
23 75 75 78 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 27
25 70 76 78 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 28
24 60 76 78 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 29
30 68 76 82 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 30
23 74 82 82 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 31
25 78 82 82 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 32
24 72 82 82 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 33
24 67 71 82 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 34
24 71 73 82 79 88 88 82 86 85 87 92 90 92 92 92 0 0 0 2 1 35
27 78 83 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 36
29 70 83 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 37
31 68 83 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 38
27 55 83 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 39
30 69 83 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 40
28 74 83 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 41
28 53 83 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 42
28 66 74 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 43
34 64 71 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 44
31 66 75 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 45
34 70 74 79 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 46
32 67 79 79 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 47
36 69 77 79 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 48
34 69 77 79 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 49
31 69 77 79 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 50
41 71 77 79 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 51
36 71 73 79 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 52
30 73 76 79 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 53
28 75 76 76 79 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 54
31 71 73 77 81 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 55
28 70 71 72 81 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 56
34 57 70 75 76 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 57
32 57 70 72 73 89 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 58
29 58 62 64 68 72 80 83 83 84 84 0 0 0 0 0 0 0 0 5 0 75
30 59 69 70 70 72 74 83 83 84 84 0 0 0 0 0 0 0 0 5 0 76
27 50 61 62 68 75 78 83 83 84 84 0 0 0 0 0 0 0 0 5 0 77
28 59 61 66 67 67 71 79 82 83 84 0 0 0 0 0 0 0 0 5 0 78
28 61 68 69 71 71 74 81 81 82 86 0 0 0 0 0 0 0 0 5 0 79
31 57 69 71 74 75 75 81 82 82 82 0 0 0 0 0 0 0 0 5 0 80
33 63 65 65 66 71 73 75 78 81 82 0 0 0 0 0 0 0 0 5 0 81
32 53 66 73 73 75 76 77 79 82 82 0 0 0 0 0 0 0 0 5 0 82
28 54 77 77 78 78 78 79 84 82 82 0 0 0 0 0 0 0 0 5 0 83
28 60 71 72 78 78 79 79 81 83 82 0 0 0 0 0 0 0 0 5 0 84
23 61 65 66 78 78 81 82 82 82 82 0 0 0 0 0 0 0 0 5 0 85
29 52 53 68 77 77 78 84 82 82 82 0 0 0 0 0 0 0 0 5 1 99
27 52 60 66 69 75 77 84 82 82 82 0 0 0 0 0 0 0 0 5 1 100
27 46 46 60 69 75 77 80 84 82 82 0 0 0 0 0 0 0 0 5 1 101
29 48 53 62 69 69 69 76 84 82 82 0 0 0 0 0 0 0 0 5 1 102
28 46 49 67 68 69 72 76 84 82 82 0 0 0 0 0 0 0 0 5 1 103
33 39 41 67 68 72 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 104
27 43 45 65 69 70 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 105
26 48 49 57 60 79 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 106
27 51 51 66 67 74 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 107
29 51 51 60 63 74 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 108
34 51 60 61 63 74 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 109
61 62 62 64 71 74 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 110
34 61 62 70 71 74 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 111
28 62 67 69 70 71 77 76 84 82 82 0 0 0 0 0 0 0 0 5 1 112
27 66 67 68 70 77 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 113
28 61 67 76 77 84 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 114
37 61 66 75 78 84 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 115
27 47 69 75 78 78 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 116
27 45 67 69 75 78 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 117
37 52 72 74 75 78 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 118
29 52 72 80 75 78 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 119
37 56 72 73 80 89 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 120
38 68 73 73 89 89 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 121
27 68 73 76 89 89 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 122
30 66 77 86 89 89 84 76 84 82 82 0 0 0 0 0 0 0 0 5 1 123
